loan_id,pd_score,risk_decile,credit_decision,scored_at,model_version
LOAN_009100,0.54417884,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009113,0.39852247,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009117,0.68281156,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009123,0.8564484,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009125,0.3400476,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009131,0.26228958,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009134,0.7813948,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009136,0.38612753,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009142,0.29416037,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009148,0.24719955,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009153,0.28765744,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009169,0.82922685,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009174,0.851004,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009181,0.82770056,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009194,0.31652984,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009197,0.76822656,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009240,0.7274958,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009257,0.78849494,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009262,0.8264453,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009269,0.5128197,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009272,0.47906595,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009276,0.5213584,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009279,0.5662416,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009280,0.8497891,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009288,0.5031622,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009292,0.862174,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009295,0.4826929,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009307,0.48335278,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009312,0.24091859,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009315,0.8934317,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009321,0.8036201,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009323,0.6496093,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009359,0.58697706,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009365,0.7633933,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009367,0.7617401,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009368,0.79380625,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009374,0.92094004,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009377,0.7306984,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009381,0.80065894,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009385,0.78959167,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009389,0.29730812,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009400,0.48714095,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009404,0.31960058,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009408,0.69846624,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009410,0.8252669,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009419,0.15021516,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009420,0.7375394,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009422,0.7382564,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009436,0.45592064,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009449,0.44432494,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009452,0.7231663,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009458,0.8435687,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009460,0.38966477,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009467,0.31999213,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009473,0.78945065,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009476,0.87897587,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009492,0.45981392,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009493,0.73713446,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009494,0.7806986,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009495,0.56018335,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009499,0.5429783,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009500,0.6613071,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009503,0.48696974,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009511,0.6418638,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009515,0.32846847,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009535,0.87769467,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009554,0.71744984,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009575,0.47317305,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009587,0.26749578,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009600,0.20183119,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009606,0.68724185,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009615,0.7782977,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009624,0.4934841,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009625,0.83709794,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009637,0.433825,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009644,0.23204906,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009646,0.8828899,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009648,0.2312511,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009650,0.72377396,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009651,0.55965966,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009653,0.804743,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009660,0.22270536,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009668,0.7753824,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009676,0.3074904,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009677,0.83147323,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009698,0.84500796,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009708,0.6130669,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009709,0.5237845,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009724,0.7206928,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009725,0.33969936,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009727,0.45649526,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009777,0.29181814,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009778,0.24716814,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009804,0.56949455,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009808,0.8858753,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009812,0.38766158,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009823,0.7626581,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009827,0.38511932,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009830,0.83165944,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009831,0.77208215,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009843,0.45825624,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009849,0.7651875,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009858,0.66992056,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009862,0.37795642,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009870,0.85751253,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009888,0.292736,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009923,0.75969845,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009931,0.83589894,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009945,0.5387724,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009954,0.68873894,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009957,0.77903813,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009958,0.5902244,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009960,0.3193373,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009969,0.21214665,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009972,0.576459,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009975,0.44703567,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009980,0.82013786,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009984,0.56027275,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009985,0.690092,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_009989,0.29398736,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010005,0.7791717,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010009,0.5942851,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010045,0.3969537,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010048,0.82976776,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010072,0.7418261,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010094,0.84213054,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010097,0.7488331,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010098,0.34065944,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010101,0.56364393,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010104,0.6555377,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010106,0.8419369,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010108,0.30862743,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010116,0.4738428,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010121,0.7267563,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010123,0.8108634,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010124,0.5790662,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010142,0.5785471,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010149,0.40605012,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010165,0.6953892,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010166,0.8304569,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010169,0.44775435,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010195,0.679962,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010203,0.82533604,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010212,0.71440357,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010218,0.8021444,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010219,0.81425714,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010232,0.78400135,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010233,0.80466145,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010249,0.39060104,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010250,0.2683182,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010256,0.7982407,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010281,0.7739677,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010300,0.31185088,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010301,0.61280507,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010305,0.7651942,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010323,0.31374744,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010326,0.659578,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010327,0.7765686,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010335,0.48264918,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010339,0.6067089,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010342,0.25394273,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010352,0.4486952,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010387,0.38281778,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010402,0.7667031,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010413,0.30031493,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010423,0.31901327,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010439,0.56231457,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010443,0.796948,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010448,0.48631155,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010450,0.27713805,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010453,0.23751979,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010465,0.5014786,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010467,0.79635864,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010468,0.40879482,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010483,0.5644077,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010518,0.26141676,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010523,0.8516714,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010536,0.8245087,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010539,0.31598485,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010544,0.797576,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010564,0.882619,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010567,0.8688572,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010568,0.7597347,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010576,0.67193246,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010577,0.8224839,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010578,0.89696884,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010583,0.701402,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010595,0.42964283,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010606,0.8860848,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010616,0.503154,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010648,0.40955573,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010659,0.62150085,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010665,0.39737716,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010668,0.3600314,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010669,0.7315504,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010675,0.4928824,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010682,0.8427229,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010689,0.70566297,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010696,0.8374615,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010699,0.28693235,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010710,0.549971,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010719,0.6963577,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010721,0.7467238,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010739,0.7742398,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010756,0.61112046,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010775,0.81426984,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010782,0.65092456,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010786,0.56149006,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010790,0.7575422,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010791,0.79474723,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010803,0.5006071,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010814,0.7543149,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010819,0.42885166,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010821,0.85145587,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010833,0.3863218,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010843,0.8269002,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010848,0.26350403,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010849,0.6918681,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010872,0.6957962,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010876,0.824568,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010881,0.85052013,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010887,0.7639062,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010889,0.79470485,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010891,0.84687555,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010916,0.8477497,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010928,0.29978257,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010939,0.8222426,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010942,0.77830356,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010953,0.5428872,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010954,0.67244923,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010958,0.8010919,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010968,0.8509631,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010973,0.8313678,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010976,0.26036525,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010983,0.83246267,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010985,0.28965703,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_010998,0.7468164,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011001,0.7088711,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011005,0.6020846,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011017,0.8363658,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011019,0.80031264,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011020,0.7919271,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011023,0.78173476,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011026,0.7328706,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011028,0.7788505,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011030,0.5211209,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011031,0.48357114,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011036,0.24456201,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011050,0.53361446,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011051,0.7890298,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011060,0.85107535,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011075,0.83219177,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011076,0.74038225,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011082,0.80025923,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011083,0.82433254,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011089,0.75248677,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011104,0.7288224,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011119,0.8040432,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011131,0.76221865,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011151,0.8439598,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011152,0.6033193,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011167,0.78094786,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011169,0.78070253,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011181,0.7851426,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011192,0.87951183,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011200,0.82073253,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011201,0.83806956,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011219,0.2942839,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011226,0.79710215,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011237,0.8461119,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011263,0.7385252,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011271,0.47376546,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011273,0.7370503,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011281,0.6609653,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011288,0.5843107,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011298,0.85045624,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011318,0.44071332,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011323,0.7383867,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011324,0.7983241,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011338,0.7452417,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011344,0.6469732,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011388,0.46476215,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011394,0.19106582,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011403,0.34280464,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011404,0.7407491,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011416,0.421497,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011428,0.83559424,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011429,0.72651285,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011436,0.6994138,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011449,0.30988196,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011452,0.70987916,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011462,0.38669434,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011484,0.81118226,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011501,0.46770892,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011504,0.34231275,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011510,0.48370814,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011515,0.8291026,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011524,0.6576111,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011534,0.89108783,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011557,0.66779613,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011558,0.59909135,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011559,0.39948803,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011569,0.4952073,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011571,0.69297767,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011580,0.7348238,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011583,0.47972837,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011584,0.77394307,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011608,0.44848344,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011612,0.25559545,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011622,0.32163745,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011625,0.708485,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011627,0.48603576,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011629,0.8382963,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011630,0.76353437,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011638,0.5219757,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011644,0.2412553,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011656,0.8074844,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011661,0.65067506,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011669,0.6281547,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011670,0.69832915,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011675,0.8283259,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011707,0.32706842,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011716,0.8370887,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011721,0.76157564,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_011722,0.8419188,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
